ID,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
248,VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.4,27,242
249,ASTON MARTIN,DB9 GT,MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365
250,VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,X,9.6,7.0,8.4,34,198
251,SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,,10.4,27,244
252,ACURA,ILX,COMPACT,2.0,4,AS5,Z,9.7,6.7,8.3,34,191
253,GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321
254,ACURA,TLX,COMPACT,2.4,4,AM8,Z,10.0,7.1,8.7,32,205
255,MAZDA,CX-5 4WD (Cylinder Deactivation),SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31,208
256,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233
257,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.7,7.8,8.8,32,208
258,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,16.5,12.6,,19,346
259,JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
260,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
261,DODGE,VIPER,TWO-SEATER,8.4,10,M6,Z,19.9,12.6,16.6,17,387
262,MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4.0,8,AM7,Z,14.5,,12.8,22,302
263,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.8,11.0,13.1,22,301
264,ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,,11.0,26,261
265,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,,28,240
266,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.2,15.1,19.0,15,437
267,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267
268,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13,346
269,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS7,Z,11.3,8.5,10.0,28,233
270,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206
271,CADILLAC,CTS,MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29,228
272,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,,9.8,29,225
273,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,46,143
274,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,X,12.5,8.1,10.5,27,242
275,AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,12.6,9.4,11.1,25,260
276,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.5,8.7,10.2,28,239
277,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252
278,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,,5.3,5.9,48,136
279,DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
280,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,E,15.5,10.5,13.3,21,218
281,KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,AS6,X,6.0,5.1,5.6,50,132
282,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A10,Z,16.6,10.9,14.0,20,329
283,BUICK,ENCORE,SUV - SMALL,1.4,4,AS6,X,9.5,7.2,8.5,33,196
284,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A8,D,11.8,8.1,10.2,28,277
285,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
286,LEXUS,LC 500h,SUBCOMPACT,3.5,6,AV10,Z,9.0,7.1,8.1,35,189
287,GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,13.3,9.5,11.6,24,274
288,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.8,6.0,7.5,38,176
289,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202
290,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,271
291,HYUNDAI,Elantra GT,FULL-SIZE,1.6,4,M6,X,10.3,7.9,9.2,31,218
292,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4,A6,D,8.1,6.4,7.4,38,198
293,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.4,9.6,12.3,23,286
294,NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
295,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
296,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301
297,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M6,X,9.0,7.1,8.2,34,192
298,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,196
299,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
300,MASERATI,Ghibli S Q4,MID-SIZE,3.0,6,AS8,Z,14.7,9.9,12.6,22,295
301,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS7,Z,10.1,7.8,9.0,31,212
302,CADILLAC,CTS SEDAN AWD,MID-SIZE,2.0,4,AS6,Z,12.6,8.5,10.8,26,248
303,MINI,Cooper Convertible,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
304,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
305,VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212
306,TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.4,9.7,29,226
307,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
308,MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.9,7.6,37,180
309,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205
310,DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,13.3,9.3,11.5,25,187
311,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,216
312,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219
313,FORD,FOCUS,COMPACT,2.0,4,M6,X,10.2,7.4,8.9,32,205
314,LAND ROVER,Discovery TD6 Diesel,SUV - STANDARD,3.0,6,AS8,D,,9.2,10.4,27,279
315,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
316,MAZDA,CX-3,COMPACT,2.0,4,AS6,X,,6.9,7.6,37,179
317,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
318,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264
319,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,253
320,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,301
321,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
322,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,,10.3,11.1,25,255
323,BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283
324,CHRYSLER,Pacifica,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,259
325,BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.6,9.8,29,230
326,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,,11.7,13.4,21,313
327,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,18.6,12.6,15.9,18,254
328,MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
329,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228
330,CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
331,FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296
332,DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
333,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9,13,350
334,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,24,279
335,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181
336,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153
337,MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
338,JEEP,Wrangler Unlimited 4X4 eTorque,SUV - SMALL,3.6,6,A8,X,12.6,10.7,11.8,24,276
339,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.5,7.0,8.3,34,195
340,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8.0,9.5,30,223
341,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242
342,TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220
343,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,A8,Z,,9.8,12.7,22,292
344,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
345,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298
346,MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AS7,Z,10.0,7.5,,32,205
347,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.4,8.4,10.1,28,232
348,CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.3,20,336
349,BMW,335i SEDAN,COMPACT,3.0,6,AS8,Z,11.4,7.4,,29,221
350,BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.3,8.0,9.8,29,229
351,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260
352,VOLVO,XC60 3.0T AWD,SUV - SMALL,3.0,6,AS6,X,13.7,10.1,12.0,24,276
353,SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,,5.7,6.4,44,147
354,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225
355,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
356,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.2,7.2,8.9,32,238
357,BMW,Z4 sDRIVE28i,TWO-SEATER,2.0,4,A8,Z,10.8,7.1,9.1,31,209
358,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,44,147
359,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.0,10.2,28,235
360,AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
361,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
362,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
363,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.3,10.9,26,257
364,TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,267
365,FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,,26,258
366,JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
367,FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,218
368,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305
369,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,7.6,5.5,6.7,42,179
370,AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221
371,JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186
372,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,X,12.9,8.1,10.7,26,246
373,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,12.2,8.7,10.6,27,244
374,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202
375,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
376,BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318
377,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,264
378,MERCEDES-BENZ,SLK 300,TWO-SEATER,2.0,4,A9,Z,9.6,7.3,8.5,33,199
379,GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.0,9.2,10.2,28,239
380,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,11.8,8.5,10.3,27,278
381,BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.6,7.2,9.1,31,209
382,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
383,MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,9.2,6.9,8.2,34,189
384,HYUNDAI,Elantra,MID-SIZE,2.0,4,AV,X,7.8,5.6,6.8,42,161
385,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274
386,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
387,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.5,6.0,5.8,49,135
388,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,12.1,8.4,10.4,27,245
389,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,A6,X,9.5,7.2,8.5,33,196
390,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277
391,CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,181
392,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A8,D,11.8,8.1,10.2,28,277
393,MAZDA,CX-5 (SIL),SUV - SMALL,2.0,4,M6,X,9.0,6.8,8.0,35,188
394,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4,34,193
395,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.6,12.8,17.1,17,401
396,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M5,X,7.5,5.5,6.6,43,152
397,TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
398,ACURA,ILX,COMPACT,2.4,4,M6,Z,11.2,7.7,9.6,29,221
399,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,8.8,6.9,7.8,36,183
400,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,,11.1,25,255
401,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254
402,VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,12.5,9.2,11.0,26,254
403,NISSAN,Titan,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312
404,JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,294
405,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303
406,FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.8,8.3,10.2,28,235
407,CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,,21.5,13,344
408,JEEP,Compass,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
409,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
410,AUDI,A8L QUATTRO,FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344
411,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
412,MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6,A9,Z,11.8,8.8,10.4,27,244
413,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,,48,139
414,VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS8,X,,8.1,9.4,30,221
415,VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178
416,SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,7.0,6.3,6.7,42,152
417,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Z,10.0,7.0,8.6,33,198
418,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,283
419,AUDI,S8,MID-SIZE,4.0,8,AS8,Z,15.8,9.2,12.8,22,300
420,JAGUAR,F-TYPE Coupe R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
421,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
422,LINCOLN,MKZ Hybrid,MID-SIZE,2.0,4,AV,X,5.5,5.7,5.6,50,131
423,ALFA ROMEO,4C Coupe,TWO-SEATER,1.8,4,AM6,Z,9.7,,,34,197
424,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.3,12.4,14.5,19,334
425,BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30,222
426,AUDI,Q3,COMPACT,2.0,4,AS6,Z,11.6,8.3,,28,236
427,BMW,M4 Coupe,COMPACT,3.0,6,AM7,Z,14.3,10.4,12.6,22,294
428,LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,26.6,,21.7,13,493
429,PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
430,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,,24,276
431,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.8,32,207
432,MINI,John Cooper Works Clubman ALL4,MID-SIZE,2.0,4,AS8,Z,10.1,7.6,9.0,31,210
433,KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199
434,AUDI,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
435,MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,A9,Z,11.5,8.5,10.2,28,238
436,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223
437,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.0,13.5,18.7,15,438
438,GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312
439,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282
440,BMW,X1 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,13.2,8.9,11.2,25,258
441,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34,189
442,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.0,24,283
443,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.3,10.3,12.5,23,293
444,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
445,FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.5,9.6,29,224
446,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,251
447,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,Z,16.2,12.1,14.3,20,336
448,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.7,13.0,22,299
449,GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,,12.6,14.7,19,344
450,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,26,253
451,BUGATTI,Chiron,TWO-SEATER,8.0,16,AM7,Z,26.8,16.6,22.2,13,522
452,FORD,Escape,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214
453,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,340
454,HONDA,CIVIC SEDAN Si,MID-SIZE,1.5,4,M6,Z,8.4,6.2,7.4,38,173
455,RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,,11.0,13.6,21,319
456,BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.6,14.7,19,344
457,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
458,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,209
459,HYUNDAI,Veloster,COMPACT,2.0,4,M6,X,9.4,7.1,8.4,34,198
460,LEXUS,ES 350,MID-SIZE,3.5,6,AS8,X,10.7,7.2,9.1,31,213
461,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,,14.3,20,336
462,JAGUAR,F-TYPE Convertible,TWO-SEATER,2.0,4,AS8,Z,10.2,7.8,9.2,31,215
463,MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,8.7,6.9,7.9,36,183
464,CHEVROLET,CRUZE HATCHBACK,MID-SIZE,1.4,4,M6,X,8.6,6.2,7.5,38,175
465,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,261
466,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,11.5,8.5,10.2,28,235
467,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
468,MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS8,Z,14.5,10.0,12.4,23,293
469,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.8,7.5,,34,193
470,JEEP,Wrangler JL 4X4,SUV - SMALL,2.0,4,A8,X,10.5,9.4,10.0,28,233
471,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,204
472,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,,14.4,20,331
473,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.3,8.6,33,200
474,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.1,6.3,,39,168
475,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
476,BMW,M4 COUPE,COMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23,278
477,ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,,34,197
478,NISSAN,Murano AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,27,242
479,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221
480,DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358
481,MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221
482,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271
483,TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164
484,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
485,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.5,25,269
486,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
487,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,16.7,11.3,14.3,20,229
488,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29,225
489,TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,8.6,10.3,27,237
490,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,,8.6,9.7,29,228
491,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253
492,VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,X,10.3,7.6,9.1,31,213
493,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.5,,8.5,33,199
494,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,360
495,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199
496,INFINITI,Q50 AWD Red Sport,MID-SIZE,3.0,6,AS7,Z,12.5,9.3,11.1,25,261
497,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,27,247
498,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,M6,X,15.4,12.1,13.9,20,320
499,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,,13.1,15.5,18,365
